Internal ID,Vendor ID,SMILES,CollectionName,rlm_CLint
Mol1408,16732808,COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(C)=O)C1)CC2,emolecules,1.298044843
Mol1409,30696460,COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(=O)OC(C)(C)C)C1)CC2,emolecules,2.808478357
Mol1410,30431093,Cn1ncc2c1CCc1sc(NC(=O)c3cccnc3)nc1-2,emolecules,1.950165189
Mol1411,35733771,COc1ccc2nc(NCc3cnn(C)c3)ccc2c1,emolecules,1.947551348
Mol1412,27432296,O=C(c1cccc(N2CCNC2=O)c1)N1CCc2ccccc2C1,emolecules,2.50742136
Mol1413,36922204,Cc1nnc(N2CCCSCC2)c(C#N)c1C,emolecules,3.1844268
Mol1414,11011932,CN(C)CCN(Cc1ccccc1)C(=O)CCC(=O)Nc1ncc(-c2ccccc2)n1C,emolecules,2.445604203
Mol1415,48794033,CC1(C)CN(C(=O)C2(C(=O)N3CC(C)(C)C3(C)C)CCC2)C1(C)C,emolecules,3.082351577
Mol1416,171697212,Cc1cccc(O[C@H]2CN(Cc3ccc(OCCCO)cc3)C[C@@H]2O)c1,emolecules,2.846643238
Mol1417,48224722,c1csc(-c2csc3nc(CN4CCOCC4)nc(N4CCc5[nH]ncc5C4)c23)c1,emolecules,3.118970006
Mol1418,38522400,CC(C)n1nnnc1-c1ccc(N)cc1F,emolecules,1.604085587
Mol1419,36671973,Cc1nn(C)c(C)c1CCC(=O)N1CCN(C)Cc2ccccc21,emolecules,2.44494058
Mol1420,34501664,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(F)cc1Cl,emolecules,2.103919973
Mol1421,32376162,Cc1n[nH]c(-c2c(C)c3cc(F)ccc3n2C)n1,emolecules,2.499054421
Mol1422,35754209,CCN1CCc2ncnc(N(C)Cc3ccc4c(c3)OCCO4)c2C1,emolecules,2.65121112
Mol1423,49964732,Cc1nc(NCC(C)(C)c2ccccc2)n(C)n1,emolecules,2.370975449
Mol1424,46651868,CCCc1nnc(NCc2cn3ccc(C)cc3n2)o1,emolecules,1.53149169
Mol1425,44457145,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,emolecules,1.978150832
Mol1426,45766450,COc1ccc(C(=O)N2CCCC2)cc1NC(C)C,emolecules,1.938339566
Mol1427,42897127,O=C(OCc1cc(Cl)ccn1)c1ccc2[nH]c(C(F)F)nc2c1,emolecules,3.182590104
Mol1428,93438708,Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,emolecules,2.469036632
Mol1429,45689545,N#CCN(C(=O)c1cn(-c2ccc(Br)cc2)cn1)C1CC1,emolecules,1.758025755
Mol1430,43596043,CN(C)c1cccc(Cn2ccnc2-c2ccc(O)cc2)c1,emolecules,3.015474183
Mol1431,11479585,CC(C)(C)OC(=O)NCc1ccc(C(=N)NC(=O)OCc2ccccc2)cc1,emolecules,3.115318554
Mol1432,44388898,N#Cc1cccc(CN2CCOC[C@H](Oc3ccccc3)C2)c1,emolecules,3.304961189
Mol1433,MCULE-6181763916,Cc1noc(OCC(=O)N2CCCCCC2)n1,mcule,1.027920136
Mol1434,25618066,Cc1csc(NC(=O)c2ccc(-c3ccncc3)cc2)n1,emolecules,2.484480639
Mol1435,49352627,CCN(C(=O)N1CCC(CC(=O)N2CCN(C)CC2)CC1)C(C)C,emolecules,1.737653736
Mol1436,36419852,Cc1cccc(-n2cnnc2CCCN2CCOCC2)c1,emolecules,1.992668372
Mol1437,149747,Cc1ccnc(C2CCN(C3CCCC3)CC2)n1,emolecules,2.92820222
Mol1438,177167,Cc1ccc2[nH]c(C3CCN(C)CC3)nc2c1,emolecules,2.835418497
Mol1439,301039966,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO,emolecules,2.152526835
Mol1440,11938711,O=c1[nH]c2ccccc2n1C1CCN(Cc2nc(-c3ccsc3)no2)CC1,emolecules,2.419407167
Mol1441,11813013,CC(c1nnc(-c2cccs2)o1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,emolecules,2.435559307
Mol1442,3596324,O=C(CN1CCC(n2c(=O)[nH]c3ccccc32)CC1)N1CCc2ccccc21,emolecules,2.594451115
Mol1443,29640121,CN(Cc1ccc(Cl)cc1)C(=O)c1ccc(-n2ccnc2)nc1,emolecules,1.66669578
Mol1444,32037496,N#Cc1ccccc1OCc1csc(-c2ncccn2)n1,emolecules,2.07612685
Mol1445,1556512,Nc1ccc2c(c1)ncn2CCc1ccccc1,emolecules,1.449046204
Mol1446,35754185,COc1cccc(CN(C)c2ncnc3c2CN(C)CC3)c1,emolecules,2.261343771
Mol1447,35692276,CCONC(=O)c1sc(C)nc1C,emolecules,1.027920136
Mol1448,30492932,Cc1ccc(-c2nnc([C@H]3CCN(Cc4cc5ccccc5o4)C3)o2)cc1,emolecules,2.821762374
Mol1449,29912873,CC(C)CN1CC[C@H](c2nc3ccc(C#N)cc3[nH]2)C1,emolecules,1.882735088
Mol1450,29912571,O=C(O)c1ccc(CN2CC[C@H](c3nc4cc(Cl)ccc4o3)C2)cc1,emolecules,1.249736305
Mol1451,29912859,N#Cc1ccc2nc([C@H]3CCN(C4CCC4)C3)[nH]c2c1,emolecules,1.835290964
Mol1452,33368543,O=C(O)c1cnc(/C=C/c2csc(-c3ccsc3)n2)s1,emolecules,1.772820272
Mol1453,46026615,FC(F)(F)c1nccc(NCCSc2nc3ccccc3o2)n1,emolecules,2.873189771
Mol1454,48832018,O=C(Cc1cccc(I)c1)N1CC(CO)C1,emolecules,1.027920136
Mol1455,46603974,Cc1nc(NC2(c3cccc(Cl)c3)CC2)c2c(C)noc2n1,emolecules,2.405223381
Mol1456,32436924,CCc1oc2c(-n3cnnc3)cccc2c1C,emolecules,2.229033884
Mol1457,36458355,CCOC(=O)c1cccnc1-c1ccc2[nH]ccc2c1,emolecules,2.842059159
Mol1458,36568125,CCCN1CCn2nc(-c3nc4cc(OC)ccc4[nH]3)cc2C1,emolecules,2.447564217
Mol1459,49682290,Cc1cc(C)nc(NCc2cnc(C)c(C)c2)n1,emolecules,2.210449618
Mol1460,901986,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,emolecules,2.033480049
Mol1461,45670925,Cc1nn(Cc2csc(-c3cccs3)n2)c(N)c1C#N,emolecules,2.588775756
Mol1462,32278090,COc1ccc2cc(-c3[nH]c(-c4ccc(S(C)=O)cc4)nc3-c3ccncc3)ccc2c1,emolecules,2.082534053
Mol1463,30043512,CN(Cc1ccccc1Br)C(=O)Nc1ccc(C(=O)N2CCCC2)cc1,emolecules,2.884571081
Mol1464,25609569,COc1cccc(-c2cccc(N)n2)c1F,emolecules,2.411279544
Mol1465,31968914,Cc1ccc(CNC(=O)c2cccs2)cn1,emolecules,1.027920136
Mol1466,197945,Cc1cc(Nc2ccccn2)cc(C2CCCN(CC(=O)Nc3ncc(C)s3)C2)n1,emolecules,2.980412007
Mol1467,207489,O=C(CCc1ccc(Cl)cc1)N1CCCC(c2n[nH]cc2-c2cccc(F)c2)C1,emolecules,3.512951347
Mol1468,MCULE-2124560621,CCOc1cccc(CNCCc2c[nH]c3ccccc23)c1,mcule,3.122647009
Mol1469,49352631,CCN(C(=O)N1CCC(OC2CCOCC2)CC1)C(C)C,emolecules,2.189796205
Mol1470,53752451,O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccc(F)cc2)CC1,emolecules,2.024633418
Mol1471,1536313,C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,emolecules,2.758029545
Mol1472,32443301,Cc1nc(O)c2c(n1)CN(Cc1ccccc1)CC2,emolecules,1.027920136
Mol1473,31417877,Cn1cc(C(=O)O)c(C2CCCCC2)n1,emolecules,1.027920136
Mol1474,3035918,O=C(COc1ncnc2ccccc12)NC12CC3CC(CC(C3)C1)C2,emolecules,2.669835492
Mol1475,29689751,O=C(NCc1cccnc1)c1sccc1-c1ccccc1,emolecules,2.937782601
Mol1476,35700952,Cc1oc(C)c(C(=O)N2CCNC(=O)C2)c1Br,emolecules,1.027920136
Mol1477,24874030,COc1ccc(-c2ccc(CN(CCN(C)C)Cc3ccncc3)cc2)cc1,emolecules,2.667448283
Mol1478,31935468,O=C(NCCc1nnc2n1CCC2)c1ccc2c(c1)CCC2,emolecules,1.654571176
Mol1479,33353814,O=C(NC1CCCCCC1)c1ccc(-c2cnco2)cc1,emolecules,1.956379761
Mol1480,48242383,Cc1cnc(CNCc2cccc3c2OCO3)s1,emolecules,2.310266241
Mol1481,49976216,CNC(=O)Cc1nc(-c2cncc(C)c2)cs1,emolecules,1.160198326
Mol1482,16785188,Cn1ncc2c(Oc3cccc(Oc4ccccn4)c3)ncnc21,emolecules,2.56717346
Mol1483,11868858,CC(=O)Nc1nc(-c2c(C)cc(C)cc2C)cs1,emolecules,3.372758685
Mol1484,49968178,CN(Cc1ccc(N)nc1)c1ncccn1,emolecules,1.357401175
Mol1485,41287015,CN(CCc1ccccc1)C(=O)CC#N,emolecules,1.027920136
Mol1486,31413696,Cc1csc(Nc2ccc(C#N)cc2)n1,emolecules,2.79255697
Mol1487,32138137,Cc1noc(CCNc2ncnc3ccccc23)n1,emolecules,1.974810944
Mol1488,18918409,Cc1c(-c2ccccc2)oc2c(C(=O)NCCCN3CCCCC3)cccc2c1=O,emolecules,2.025756315
Mol1489,152649,CCCC(=O)N1CCC(c2cccc(C)n2)CC1,emolecules,2.645975102
Mol1490,2042658,O=C(Cc1cccs1)NCc1ccccc1F,emolecules,2.122713802
Mol1491,16760340,O=C(Nn1cnc2ccccc21)c1cc(Cl)ccc1F,emolecules,1.027920136
Mol1492,49310649,c1ccc(CCn2cnc3c2CCN(c2ncccn2)C3)cc1,emolecules,3.399640153
Mol1493,49951918,Cc1cccc(NCC2CCN(C(=O)c3ccccc3)CC2)n1,emolecules,3.045559233
Mol1494,11477618,O=C(NCCCNC(=O)c1cc2ccccc2[nH]1)c1ccc2c(c1)OCCO2,emolecules,2.45154697
Mol1495,44811450,Cc1noc(-c2ccc(-c3ccc(CC(=O)O)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1Cl,emolecules,1.289455166
Mol1496,31847077,O=C(NC1CC1)c1cccc2cccnc12,emolecules,1.494919503
Mol1497,49151417,COCCc1nc(-c2ccccc2-c2ccccc2)n(CCO)n1,emolecules,2.260912913
Mol1498,49973690,C1CCC(OCc2noc(C3CC3)n2)CC1,emolecules,2.570284855
Mol1499,24062566,Cc1noc(C)c1CC(=O)N1CCc2[nH]c3ccc(Br)cc3c2C1,emolecules,2.696490064
Mol1500,49383433,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12,emolecules,2.094921611
Mol1501,43241226,Cn1nc(C2CCNCC2)c2cccnc21,emolecules,1.559343951
Mol1502,45750904,Cc1nc(CNC2CCN(C(=O)C3CC3)CC2)cs1,emolecules,1.027920136
Mol1503,43581803,Cc1cccc(OC2CN(C(=O)Cn3c(C)nn(-c4ccccc4)c3=O)C2)c1,emolecules,2.011912839
Mol1504,49160264,CN(C)c1ccc(-c2ccc(COCc3cccs3)cc2)nn1,emolecules,2.613046473
Mol1505,20478041,O=C(c1ccc2oc(CCCc3ccccc3)nc2c1)N1CCC(Oc2cccnc2)CC1,emolecules,3.320450809
Mol1506,11813315,O=C(NC1CCCCCC1)c1ccc(CSc2nc3ccccc3[nH]2)cc1,emolecules,3.278355239
Mol1507,50897900,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,emolecules,1.168025809
Mol1508,44501962,Cc1cc(C(=O)NC2CCN(C(=O)c3cc(C)sc3C)CC2)no1,emolecules,1.971507782
Mol1509,226909,Cc1cc(-c2nccs2)nc(CC2CCNCC2)n1,emolecules,1.589066718
Mol1510,30658737,CN(Cc1cccc(C#N)c1)c1cnc2ccccc2n1,emolecules,2.678327138
Mol1511,317396814,Cc1ccc(-c2ccnc(O)c2C#N)cc1,emolecules,1.275909969
Mol1512,43060096,COc1cncc(-c2ccnc3[nH]ccc23)c1,emolecules,2.021267879
Mol1513,32785534,Cc1ccc(-n2cc[nH]c(=O)c2=O)cc1,emolecules,1.027920136
Mol1514,48755678,Cc1nc(C)c(CNc2cnn(-c3ccccc3)c2)s1,emolecules,2.0950612
Mol1515,48752236,Cc1cccc(NC2CCN(Cc3ccncc3)CC2)n1,emolecules,2.375886647
Mol1516,295412827,c1ccc(CN2CCn3nccc3C2)cc1,emolecules,1.490843033
Mol1517,11882682,CN(C)c1nc(CN2CCOCC2)nc2scc(-c3cccs3)c12,emolecules,3.253160083
Mol1518,44462122,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,emolecules,2.339971885
Mol1519,23998653,O=C(Nc1cccnc1)c1ccccc1Cc1ccccc1,emolecules,2.663557707
Mol1520,17943398,CCN(CC)C(=O)N1CCC(C(=O)O)CC1,emolecules,1.027920136
Mol1521,31619881,CC(C)c1cc(CN(C)Cc2c[nH]nc2-c2ccc(F)cc2)no1,emolecules,3.251088983
Mol1522,36706256,Cc1ccc(OCc2noc(-c3ccsc3)n2)cn1,emolecules,2.309430005
Mol1523,46038339,c1cnc(N2CC(c3nc4ccccc4[nH]3)C2)nc1,emolecules,1.525446506
Mol1524,18894115,Cc1cc(C)cc(C(=O)Nc2c(C#N)cnn2C)c1,emolecules,1.904017301
Mol1525,552358,CN(C)CCNc1c2c(c(C#N)c3nc4ccccc4n13)CCCC2,emolecules,2.43117392
Mol1526,24889188,Cc1ccc2c(c1)C(=O)CC1(CCN(C(=O)c3ccc4nc(C)cc(O)c4c3)CC1)O2,emolecules,2.075857061
Mol1527,136045,COc1ccccc1-c1ccc(CC2(C(=O)NC3CC3)CCOCC2)cc1,emolecules,3.331902432
Mol1528,36340866,CCS(=O)(=O)Cc1ccn(-c2cccc(F)c2)n1,emolecules,1.587542601
Mol1529,2332052,O=C1c2cccc3cccc(c23)C(=O)N1CCN1CCOCC1,emolecules,2.627594211
Mol1530,3595726,O=C(NC1CCCC1)c1cc(C2CC2)nc2ccccc12,emolecules,2.14486053
Mol1531,48316168,Cn1cc(CCNc2cncc(Br)c2)cn1,emolecules,2.0416374
Mol1532,25726407,N#Cc1cccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(Cc4ccc(F)cc4)C2)C3)c1,emolecules,3.168006931
Mol1533,177360703,Cn1c(C(=O)N2CCN(CCc3ccccc3)C(=O)C2)cc(=O)n(C)c1=O,emolecules,1.501552187
Mol1534,31213616,Cc1noc(-c2ccc(NC(=O)Cc3ccccc3)cc2)n1,emolecules,1.757008635
Mol1535,341560,Cc1ccc(C2(O)CCN(Cc3cn(C)c4ccc(F)cc34)CC2)cc1,emolecules,3.253114742
Mol1536,48278518,Cc1nnnn1CCN(C)c1ccccc1,emolecules,2.344040372
Mol1537,29574117,CCC(=O)NCc1ccnc(N(C)C)c1,emolecules,1.027920136
Mol1538,35762433,Cc1nn(C)c(C)c1NC(=O)CN1CCC2(CCCCC2)CC1,emolecules,2.696723243
Mol1539,104348771,c1ccc2c(c1)CCN(Cc1nnc3n1CCC3)C2,emolecules,1.538121108
Mol1540,24140848,O=C(NCc1nnc2n1-c1ccccc1CC2)c1ccc2ccccc2c1,emolecules,2.713096391
Mol1541,32007436,Cc1cc(C)n(-c2ccc(CNC(=O)c3ccc4c(c3)CCO4)cn2)n1,emolecules,2.024374822
Mol1542,24497238,O=C(NCCc1ccc2c(c1)OCO2)C1CCCC1,emolecules,2.778333616
Mol1543,15288168,O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1,emolecules,2.906852008
Mol1544,49383511,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1,emolecules,1.155093008
Mol1545,17074465,CCn1ncc(-c2cc(C(F)F)nc(NCCCOC)n2)c1C,emolecules,2.614855049
Mol1546,31399424,Cc1cc(C)c(NC(=O)c2cc(Cl)ccc2F)c(C)n1,emolecules,1.602135986
Mol1547,13477850,CCc1nnc(NC(=O)c2ccc3cc(OC)ccc3n2)s1,emolecules,2.021900133
Mol1548,27315404,CNC(=O)c1ccc2c(c1)CCO[C@H]2CCN1CCN(c2ccc(C(N)=O)cc2)CC1,emolecules,1.027920136
Mol1549,198935,CCc1nnc(Nc2cccc(C3CCCN(CC(=O)N4CCCC4)C3)n2)s1,emolecules,2.268868029
Mol1550,32106793,Cc1cc(C)n(-c2cc(Nc3ccccc3C)ncn2)n1,emolecules,2.456921453
Mol1551,2853111,O=C(CC(=O)N1CCCC1)N1CCCC1,emolecules,1.027920136
Mol1552,53882535,CCNC(=O)N1CCc2nc3ccc(F)cn3c(=O)c2C1,emolecules,1.027920136
Mol1553,53882383,CNC(=O)N1CCc2nc3ccc(Cl)cn3c(=O)c2C1,emolecules,1.027920136
Mol1554,23280366,COc1ccc(CC(=O)N2CCc3[nH]c4ccc(Cl)cc4c3C2)cc1OC,emolecules,2.829490319
Mol1555,36997025,Cc1cc(C)nc(-n2nc(C)c(CC(=O)NC3CCCCCC3)c2C)n1,emolecules,2.919948425
Mol1556,189882795,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,emolecules,1.49363926
Mol1557,42968116,Cc1ncc(C(=O)Nc2ncnc3oc(C)c(C)c23)s1,emolecules,2.203019281
Mol1558,43571023,Cc1ccc2c(c1)c(Cn1ccnc1-c1cccc(C)n1)nn2C,emolecules,3.28260127
Mol1559,173035,Cc1noc(C2CCN(CCc3ccccc3)CC2)n1,emolecules,2.651511578
Mol1560,48347951,O=C(Nc1ccc2sccc2c1)N1CCCN(C(=O)Oc2ccccc2)CC1,emolecules,2.883941791
Mol1561,194348513,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2,emolecules,2.118145634
Mol1562,43242674,Cc1nc(C2CCNCC2)cc(N(C)C)n1,emolecules,1.027920136
Mol1563,35771333,NC(=O)c1ccc(Oc2ccc(C(=O)N3CCCCCC3)cc2)cc1,emolecules,1.915410389
Mol1564,1436740,O=C(CCCOc1ccccc1)N1CCCC1,emolecules,2.469131012
Mol1565,26754987,CN1C(=O)[C@H](Cc2ccccc2)N[C@@H]1C(C)(C)C,emolecules,2.873374086
Mol1566,31923278,Cc1cc2ccccc2n1CC(=O)N1CCc2ccc(O)cc2C1,emolecules,2.658493149
Mol1567,32083384,O=C(Nc1ccc2c3c(cccc13)CC2)c1ccnc(-n2cncn2)c1,emolecules,2.215182677
Mol1568,4742397,Cc1ccc(-c2nc(CC(=O)NCCC(C)C)cs2)cc1,emolecules,3.786244663
Mol1569,35785818,O=C(Nc1ccc(F)cc1)c1cc(C2CC2)nn1-c1ccccc1,emolecules,1.882689573
Mol1570,35739191,CC(C)(C)NC(=O)c1cnc(-c2ccc(Cl)s2)s1,emolecules,2.223550451
Mol1571,136115,CCC(C)(C)NC(=O)C1(Cc2ccc(-c3cc(F)ccc3OC)cc2)CCOCC1,emolecules,3.006561448
Mol1572,31507610,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,emolecules,1.772336379
Mol1573,32176408,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,emolecules,1.539841088
Mol1574,16021876,Cc1cc(C(=O)Nc2ccc(C)c(C)c2)n(-c2ccccc2)n1,emolecules,3.312518816
Mol1575,31835550,CC(=O)Nc1cccc(OCC(=O)N2CCCCC2)c1,emolecules,2.098847848
Mol1576,784983,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,emolecules,1.703497726
Mol1577,36919308,O=C(NCCc1cnn(-c2ccccc2)c1)N1CCC1,emolecules,1.738788483
Mol1578,48752652,COc1cc(NC(=O)c2ccc(F)cc2C)ncn1,emolecules,1.690718691
Mol1579,46073165,Cc1cc(C)c(-n2cccn2)c(-c2cn(C[C@@H]3CCCO3)nn2)c1,emolecules,2.704983974
Mol1580,43137136,CN(C)Cc1csc(-c2nccn2-c2ccc3c(c2)n(C)c(=O)n3C)c1,emolecules,1.582188404
Mol1581,300958586,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,emolecules,2.709212277
Mol1582,31364239,O=C(CC1CCCC1)NCc1nnc2n1CCC2,emolecules,1.027920136
Mol1583,49155634,COCC1(c2nc(-c3ccncc3)nn2Cc2cccc(Cl)c2)CC1,emolecules,3.153666112
Mol1584,36322410,Cc1ccsc1C(=O)NCc1ccc2c(c1)OCCCO2,emolecules,2.978817107
Mol1585,32419804,CCNc1ccnc(N(C)Cc2nc3ccccc3n2C)n1,emolecules,2.637424681
Mol1586,49985873,COc1ncccc1CNc1ncnc2c1cnn2C,emolecules,1.460085599
Mol1587,31845870,C#CCNC(=O)c1ccc2c(c1)OCO2,emolecules,1.536823483
Mol1588,48262457,CC(C)(C)c1nccc(NCc2ccncc2)n1,emolecules,2.873938755
Mol1589,5965122,CCC(=O)NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12,emolecules,1.904785849
Mol1590,300053407,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,emolecules,2.971121777
Mol1591,36716227,Cc1c(C(=O)NCc2cnc(N(C)C)n2C)sc2ccccc12,emolecules,2.502078725
Mol1592,206429,CN1CCC(C(=O)N2CCC(c3cc(C(F)(F)F)c4c(n3)CCNC4=O)CC2)CC1,emolecules,1.040087843
Mol1593,56767825,Cn1cc(NC(=O)c2ccc(OCC3CCOCC3)nc2)cn1,emolecules,1.614781248
Mol1594,170720716,CC(C)(C)NC(=O)NCCn1nc2c(cc1=O)CCCC2,emolecules,2.020725804
Mol1595,301191566,COc1cc2nc(/C=C/c3cocn3)sc2cc1OC,emolecules,1.871993017
Mol1596,36436018,CCOc1ncccc1-c1nc(C)cc(NC)n1,emolecules,1.41715603
Mol1597,36582188,Cc1nc(CN(C)C(=O)C2c3ccccc3-c3ccccc32)no1,emolecules,2.633059218
Mol1598,33360977,O=C(Nc1nccs1)C1CCN(C(=O)CN2CCc3ccccc32)CC1,emolecules,2.595374955
Mol1599,48547367,O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(Cc1cccnc1)C2,emolecules,2.448468243
Mol1600,36966070,CC1(c2nnc(-c3ccc4c(c3)OCCO4)o2)CCOCC1,emolecules,2.392200836
Mol1601,44503860,CCN(CC#N)C(=O)c1nn(-c2ccc(F)cc2)c2c1CCCC2,emolecules,2.598360375
Mol1602,25670537,O=C(c1ccccc1-c1ncc(-c2ccccc2F)o1)N1CCC1,emolecules,2.658512217
Mol1603,35986106,Cc1cccc(OCCCNc2cc(Cn3c(C)nc4ccccc43)nc(N)n2)c1,emolecules,3.311419856
Mol1604,25764019,CN(C)c1ccc(C(=O)N2CCN3C(=O)N(Cc4ccccc4)C(=O)[C@H]3C2)cc1,emolecules,2.589451384
Mol1605,43251079,Cc1cc(C(=O)NCC2CC2)n2nccc2n1,emolecules,1.874510808
Mol1606,2502094,Cn1cnnc1-c1cccc(NS(=O)(=O)c2ccc(N3CCCC3=O)cc2)c1,emolecules,1.254523909
Mol1607,136829,O=C(NCc1ccc(F)cc1)C1(Cc2ccc(-c3cccnc3)cc2)CCOCC1,emolecules,3.294946991
Mol1608,233697,Cc1cncc(C2CCN(Cc3cnccn3)CC2)n1,emolecules,1.782415288
Mol1609,31937832,CC(=O)N1CCCN(C(=O)Cc2csc(C(C)C)n2)CC1,emolecules,1.523304145
Mol1610,1755438,O=C(CSc1ccc(F)cc1)N1CCCC1,emolecules,2.069686593
Mol1611,27398627,O=C(c1ccc(F)cc1)N1CCN(CC(=O)N2CCCC2=O)CC1,emolecules,1.14928071
Mol1612,173261,O=C(c1ccncc1)N1CCC(c2cnccn2)CC1,emolecules,1.027920136
Mol1613,25831317,COc1ccc(/C=C/C(=O)c2c(C)nc3ccccc3c2N)cc1,emolecules,3.075357144
Mol1614,201873,CCn1ncc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c1C,emolecules,2.91951792
Mol1615,195351193,O=C(Cc1ccc(F)cc1)NCCn1cccnc1=O,emolecules,1.355125725
Mol1616,36444864,Cc1cnc(-n2cnnc2)c(-c2cccc(Cl)c2Cl)c1,emolecules,2.218672021
Mol1617,1557197,Cc1cccc(-n2c(S)nnc2CNc2ccc(F)cc2)c1,emolecules,2.274009979
Mol1618,151187,COc1ccc(-c2cccc(C3CCCN(C(=O)C4CCCC4)C3)n2)cc1,emolecules,3.296850932
Mol1619,233948224,c1cc2c(N3CCNCC3)nc(-c3ccnc(NC4CCCCC4)c3)cc2cn1,emolecules,2.415384063
Mol1620,205729538,O=C(Nc1ccccc1)N1CCCc2cnc(N3CCOCC3)nc21,emolecules,2.062675977
Mol1621,31618239,CSc1ccc(CN(CCO)C(=O)CCc2cccc(F)c2)cc1,emolecules,3.400589963
Mol1622,49323189,COC(=O)[C@@H]1C[C@H](O)CN1CCc1ccccc1F,emolecules,3.528063335
Mol1623,43429664,CC(C(=O)Nc1ccccc1)N1CCCC(c2nc3ccccc3o2)C1,emolecules,3.477423636
Mol1624,4260882,CC(=O)Nc1ccc(S(=O)(=O)NC2=NCN(Cc3ccccc3)CN2)cc1,emolecules,1.027920136
Mol1625,35684679,COc1ccc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1F,emolecules,2.573176894
Mol1626,35187840,CCN(CC)CC(=O)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,emolecules,1.371104822
Mol1627,25833761,COc1cc(C=C2C(=O)NN(c3ccccc3)C2=O)ccc1OCC(N)=O,emolecules,2.442962399
Mol1628,300542889,Clc1ccc(COc2cccc(N3CCNCC3)c2)cc1,emolecules,2.50573588
Mol1629,3556269,CCOc1ccc(Nc2ncccc2C#N)cc1,emolecules,2.503695373
Mol1630,1532228,CCc1nc2ccc(C(=O)NCc3ccccc3)cc2nc1CC,emolecules,2.974492349
Mol1631,46621726,Cc1cccc2cc(C(=O)NCCSc3nccn3C)n(C)c12,emolecules,2.861604896
Mol1632,3082542,N#Cc1ccc(C(=O)Nn2cnnc2)cc1,emolecules,1.027920136
Mol1633,300427610,O=C(O)c1cc2cc(O)c(O)cc2c(C(=O)c2ccc(O)c(O)c2)n1,emolecules,2.040163077
Mol1634,37468092,CN(C)C(=O)Cn1cc(C(=O)O)ccc1=O,emolecules,1.027920136
Mol1635,30259021,Cn1cc(-c2nc(C(=O)Nc3ccc4c(c3)OCCCO4)cs2)cn1,emolecules,2.354891768
Mol1636,49147251,Cc1nc(-c2ccc(C)c(O)c2)n(C(C)(C)C)n1,emolecules,2.091737283
Mol1637,300067076,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,emolecules,2.504950428
Mol1638,2849142,Clc1ccc2[nH]c(COc3ccccc3)nc2c1,emolecules,2.528736778
Mol1639,36428656,COc1cc(-c2ccc(C)s2)cc2c1OCCN(c1noc(C)n1)C2,emolecules,2.973013259
Mol1640,44507485,CCCCNC(=O)c1ccc2c(c1)nnn2C,emolecules,1.027920136
Mol1641,36677683,CN1C(=O)CCc2cc(NC(=O)C(C)(C)c3ccccc3F)ccc21,emolecules,2.558641382
Mol1642,29610481,Cc1csc(CCNc2ncccc2C#N)n1,emolecules,2.942744984
